City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kanchanaburi,14.6333,99.1,24.57,94,100,3.32,TH,1720808533
364,west valley,46.5921,-120.6051,31.1,29,0,2.24,US,1720808535
365,karratha,-20.7377,116.8463,20.95,65,0,0.84,AU,1720808536
366,porto novo,6.4965,2.6036,25.9,83,80,4.34,BJ,1720808258
367,cozumel,20.5083,-86.9458,32.04,66,75,7.2,MX,1720808347
368,jalai nur,49.45,117.7,19.0,64,100,2.27,CN,1720808539
369,szczecin,53.4289,14.553,23.19,65,100,5.81,PL,1720808540
370,georgetown,5.4112,100.3354,27.97,75,20,1.54,MY,1720808444
371,panama city beach,30.1766,-85.8055,35.07,59,75,3.13,US,1720808519
372,norilsk,69.3535,88.2027,18.99,76,100,2.28,RU,1720808345
373,puerto aysen,-45.4,-72.7,8.04,92,60,0.07,CL,1720808545
374,remire-montjoly,4.9167,-52.2667,31.02,70,75,3.6,GF,1720808546
375,coro,11.4045,-69.6734,31.15,65,87,9.88,VE,1720808547
376,murun-kuren,49.6342,100.1625,11.14,80,27,0.98,MN,1720808548
377,sebastopol,44.6,33.5333,28.33,40,31,0.45,UA,1720808549
378,bonthe,7.5264,-12.505,25.69,85,96,3.94,SL,1720808551
379,zhangye,38.9342,100.4517,22.98,46,60,1.93,CN,1720808552
380,belmonte,-15.8631,-38.8828,25.41,63,22,3.39,BR,1720808553
381,suzhou,31.3114,120.6181,23.98,99,98,0.83,CN,1720808554
382,san patricio,28.017,-97.5169,31.05,79,94,2.68,US,1720808555
383,severnoye,56.3491,78.3619,17.49,92,50,1.5,RU,1720808556
384,port saint john's,-31.6229,29.5448,19.32,73,2,2.47,ZA,1720808558
385,gizo,-8.103,156.8419,27.05,80,39,0.85,SB,1720808559
386,san elizario,31.5851,-106.2728,33.6,24,0,6.17,US,1720808560
387,hammerfest,70.6634,23.6821,11.25,82,75,5.66,NO,1720808561
388,kalasin,16.5,103.5,28.22,99,100,4.57,TH,1720808562
389,eraan,9.0629,117.7016,25.46,96,100,6.36,PH,1720808563
390,dongola,19.1667,30.4833,38.7,23,76,3.07,SD,1720808564
391,shiqian,27.5225,108.2281,24.36,89,100,1.6,CN,1720808566
392,tot'ma,59.9747,42.7642,15.59,68,94,2.19,RU,1720808567
393,sarangani,5.4033,125.4636,26.59,85,100,7.79,PH,1720808568
394,guiuan,11.0333,125.7247,28.17,78,100,2.29,PH,1720808569
395,agryz,56.5203,52.9942,13.22,67,66,4.45,RU,1720808570
396,howrah,22.5892,88.3103,28.0,89,40,1.54,IN,1720808571
397,dwarka,22.2394,68.9678,28.69,81,46,9.81,IN,1720808573
398,biograd na moru,43.9433,15.4519,33.39,58,0,3.61,HR,1720808574
399,contamana,-7.3333,-75.0167,33.11,41,87,2.41,PE,1720808575
400,chonchi,-42.6128,-73.8092,8.4,65,49,1.51,CL,1720808576
401,manturovo,58.3353,44.7619,14.0,69,16,2.37,RU,1720808577
402,bac lieu,9.285,105.7244,25.06,90,99,5.73,VN,1720808578
403,mokhsogollokh,61.4681,128.9203,13.63,93,7,1.23,RU,1720808579
404,sanchor,24.7553,71.7722,31.27,69,35,8.03,IN,1720808581
405,berezovyy,51.6667,135.7,10.96,86,65,1.68,RU,1720808582
406,laojunmiao,39.8333,97.7333,21.1,47,65,1.79,CN,1720808583
407,sinjai,-5.1241,120.253,21.76,83,36,2.34,ID,1720808584
408,niquelandia,-14.4739,-48.4597,32.27,18,0,3.98,BR,1720808585
409,pisco,-13.7,-76.2167,18.9,77,10,4.63,PE,1720808586
410,narrabri,-30.3167,149.7833,10.37,78,93,2.7,AU,1720808588
411,watampone,-4.5386,120.3279,22.47,88,68,2.01,ID,1720808589
412,necochea,-38.5473,-58.7368,10.12,51,2,3.18,AR,1720808474
413,kidal,18.4411,1.4078,38.26,23,65,6.15,ML,1720808591
414,xylofagou,34.9772,33.8492,30.45,87,0,4.65,CY,1720808592
415,quibala,-10.7337,14.98,18.5,42,6,2.05,AO,1720808593
416,kone,-21.0595,164.8658,19.75,95,0,2.35,NC,1720808594
417,nova vicosa,-17.8919,-39.3719,26.49,57,1,3.91,BR,1720808597
418,arteche,12.2645,125.4048,25.98,88,94,1.56,PH,1720808598
419,placido de castro,-10.3353,-67.1856,30.59,41,8,3.05,BR,1720808599
420,sur,22.5667,59.5289,32.57,59,84,6.59,OM,1720808601
421,tyn nad vltavou,49.2234,14.4206,20.71,100,97,1.4,CZ,1720808602
422,cobija,-11.0267,-68.7692,20.1,77,100,5.14,BO,1720808603
423,canico,32.6333,-16.85,26.35,65,20,7.2,PT,1720808605
424,hailar,49.2,119.7,17.56,61,57,3.37,CN,1720808606
425,juneau,58.3019,-134.4197,12.45,98,100,5.14,US,1720808587
426,francisco sa,-16.4758,-43.4883,30.08,18,2,4.26,BR,1720808609
427,nema,57.5067,50.5011,11.91,68,0,3.41,RU,1720808610
428,ubari,26.5921,12.7805,34.66,15,0,5.65,LY,1720808611
429,portland,45.5234,-122.6762,24.12,59,0,3.6,US,1720807859
430,chuguyevka,44.1653,133.8633,13.16,93,26,1.35,RU,1720808613
431,meadow lake,34.8014,-106.5436,32.9,26,0,4.46,US,1720808615
432,nurillo,26.267,-98.1214,31.75,68,20,4.63,US,1720808616
433,colonia menno,-22.3667,-59.8167,12.16,45,100,4.76,PY,1720808617
434,rumonge,-3.9736,29.4386,23.53,52,17,1.81,BI,1720808618
435,gorontalo,0.5412,123.0595,22.74,96,98,1.23,ID,1720808619
436,susuman,62.7833,148.1667,17.39,55,92,0.98,RU,1720808620
437,nadym,65.5333,72.5167,12.57,78,66,7.58,RU,1720808622
438,onega,63.9061,38.1404,16.27,79,100,4.37,RU,1720808623
439,superior,46.7208,-92.1041,30.97,54,75,6.69,US,1720808509
440,savanna-la-mar,18.219,-78.1332,31.07,61,89,4.6,JM,1720808625
441,cuito,-12.3833,16.9333,14.42,16,18,0.99,AO,1720808626
442,chechat,24.7667,75.8833,27.35,78,100,2.73,IN,1720808627
443,dubai,25.2582,55.3047,35.96,59,0,2.06,AE,1720808337
444,ixtapa-zihuatanejo,17.6333,-101.55,34.05,49,40,5.14,MX,1720808630
445,belyy yar,53.6039,91.3903,17.94,72,0,2.0,RU,1720808631
446,miles city,46.4083,-105.8406,34.54,24,0,6.69,US,1720808632
447,saynshand,44.8824,110.1163,25.1,44,99,3.89,MN,1720808633
448,nuriootpa,-34.4833,139.0,9.25,98,82,2.12,AU,1720808634
449,tsiombe,-25.3,45.4833,18.25,65,0,1.69,MG,1720808636
450,fort frances,48.5999,-93.4003,31.2,46,20,4.12,CA,1720808637
451,quellon,-43.1167,-73.6167,8.59,76,51,4.77,CL,1720808638
452,maridi,4.9158,29.4742,19.99,89,65,1.94,SS,1720808639
453,juticalpa,14.65,-86.2,33.08,76,100,1.46,HN,1720808640
454,chojnice,53.6955,17.557,23.15,76,75,5.93,PL,1720808641
455,lengshuitan,26.4111,111.5956,26.94,80,100,3.03,CN,1720808643
456,pandan,14.0453,124.1694,26.07,90,74,2.44,PH,1720808644
457,mabaruma,8.2,-59.7833,31.37,56,92,2.89,GY,1720808645
458,westport,41.1415,-73.3579,27.38,80,100,2.57,US,1720808646
459,sungai penuh,-2.0833,101.3833,18.75,96,100,0.89,ID,1720808648
460,bardai,11.65,7.2333,25.93,70,96,3.68,NG,1720808649
461,grande prairie,55.1667,-118.8027,21.1,35,40,3.6,CA,1720808449
462,pointe-noire,-4.7761,11.8635,20.92,79,36,2.93,CG,1720808651
463,ebon,4.582,168.6964,28.76,77,100,6.16,MH,1720808652
464,vila velha,-20.3297,-40.2925,29.97,67,0,6.17,BR,1720808432
465,suva,-18.1416,178.4415,19.71,100,75,1.54,FJ,1720808654
466,zaozersk,69.4005,32.4476,13.43,94,100,4.82,RU,1720808656
467,dakhla,23.6848,-15.958,22.01,78,25,13.89,EH,1720808657
468,argo,37.6333,22.7333,30.99,41,22,0.53,GR,1720808658
469,chaoyang,41.5703,120.4586,21.58,91,100,0.92,CN,1720808659
470,belo sur tsiribihina,-19.7,44.55,19.92,89,1,0.59,MG,1720808660
471,starokostiantyniv,49.7576,27.2034,26.38,56,7,2.29,UA,1720808661
472,santana,-0.0583,-51.1817,32.1,62,40,4.12,BR,1720808663
473,korla,41.7597,86.1469,25.59,32,82,5.11,CN,1720808664
474,porbandar,21.6422,69.6093,28.4,84,98,9.65,IN,1720808665
475,the pas,53.8251,-101.2541,18.01,88,100,4.12,CA,1720808666
476,mata-utu,-13.2816,-176.1745,26.86,82,72,7.06,WF,1720808667
477,nachingwea,-10.3833,38.7667,21.74,64,99,2.12,TZ,1720808668
478,kashgar,39.4547,75.9797,24.56,35,20,7.0,CN,1720808669
479,hadibu,12.65,54.0333,26.88,76,68,10.33,YE,1720808671
480,shuangyang,43.5242,125.6736,19.94,95,93,2.35,CN,1720808672
481,gadzhiyevo,69.2551,33.3362,13.84,95,100,2.48,RU,1720808673
482,manokwari,-0.8667,134.0833,25.96,79,100,1.52,ID,1720808674
483,palmer,42.1584,-72.3287,30.29,62,49,3.95,US,1720808582
484,inyonga,-6.7167,32.0667,20.26,31,74,2.31,TZ,1720808676
485,makar'yev,57.8797,43.8069,15.53,63,24,2.81,RU,1720808678
486,el calafate,-50.3408,-72.2768,5.31,79,99,2.52,AR,1720808679
487,harnai,30.1005,67.9374,34.4,27,0,0.6,PK,1720808680
488,port douglas,-16.4833,145.4667,20.04,82,8,1.69,AU,1720808681
489,kolyvan',55.3053,82.7391,15.79,79,23,1.86,RU,1720808682
490,vilyuchinsk,52.9306,158.4028,9.15,87,65,1.35,RU,1720808683
491,imam qasim,32.298,44.6828,44.03,11,0,9.01,IQ,1720808684
492,arimalam,10.2667,78.9,27.89,79,89,3.85,IN,1720808686
493,elmina,5.0898,-1.348,24.7,87,98,5.26,GH,1720808687
494,arari,-3.4536,-44.78,34.77,31,100,2.44,BR,1720808688
495,nyala,12.05,24.8833,31.92,40,18,2.95,SD,1720808689
496,new norfolk,-42.7826,147.0587,7.06,85,84,0.98,AU,1720808690
497,picota,-6.9197,-76.3304,33.27,51,73,1.05,PE,1720808691
498,jiaozuo,35.2397,113.2331,26.83,76,97,1.62,CN,1720808692
499,sisimiut,66.9395,-53.6735,6.19,82,99,3.86,GL,1720808694
500,slave lake,55.2834,-114.769,16.99,63,100,7.72,CA,1720808540
501,sena madureira,-9.0656,-68.6569,32.78,39,51,2.46,BR,1720808697
502,crane,31.3974,-102.3501,31.79,30,0,4.84,US,1720808698
503,woolgoolga,-30.1106,153.2007,8.91,71,32,2.46,AU,1720808699
504,cabinda,-5.55,12.2,21.36,80,96,3.15,AO,1720808701
505,nishinoomote,30.7333,131.0,27.58,82,100,3.01,JP,1720808702
506,safotu,-13.4513,-172.4018,26.53,88,93,7.39,WS,1720808703
507,pervomayskoye,43.919,46.7102,25.29,59,87,3.68,RU,1720808704
508,guijuelo,40.5576,-5.6707,29.05,19,0,4.13,ES,1720808705
509,labytnangi,66.6572,66.4183,12.42,65,100,1.62,RU,1720808706
510,tondano,1.3038,124.9112,20.05,100,100,0.67,ID,1720808708
511,basco,20.4487,121.9702,29.72,76,90,5.94,PH,1720808709
512,armacao de buzios,-22.7469,-41.8817,23.09,76,82,7.07,BR,1720808710
513,kailua-kona,19.6406,-155.9956,25.54,80,2,1.06,US,1720808711
514,jurilovca,44.7667,28.8667,28.05,50,1,1.08,RO,1720808712
515,baidoa,3.1138,43.6498,23.61,80,98,7.91,SO,1720808713
516,arica,-18.475,-70.3042,19.75,55,0,6.17,CL,1720808254
517,canto do buriti,-8.11,-42.9444,31.85,36,75,4.92,BR,1720808716
518,merizo village,13.2658,144.6691,27.85,93,96,4.77,GU,1720808717
519,island harbour,50.724,-1.2758,18.35,77,88,0.89,GB,1720808718
520,leua,48.2156,18.6071,30.07,46,78,5.9,SK,1720808720
521,bengkulu,-3.8004,102.2655,24.61,89,91,1.61,ID,1720808722
522,pyu,18.4833,96.4333,24.87,93,100,2.45,MM,1720808723
523,lerwick,60.1545,-1.1494,14.0,87,96,4.19,GB,1720808724
524,veshenskaya,49.6303,41.7334,21.0,44,0,4.14,RU,1720808725
525,simitli,41.8833,23.1167,30.32,33,25,2.55,BG,1720808726
526,aksu,41.1231,80.2644,23.02,43,88,4.49,CN,1720808727
527,kavieng,-2.5744,150.7967,27.5,78,95,2.64,PG,1720808728
528,yanchep,-31.55,115.6833,12.75,77,100,2.65,AU,1720808730
529,burao,9.5221,45.5336,28.09,40,76,9.68,SO,1720808731
530,angaur state,6.906,134.13,27.74,79,100,5.26,PW,1720808732
531,novoazovs'k,47.1139,38.086,28.1,37,26,5.8,UA,1720808733
532,san mariano,7.5,126.0,22.39,98,100,0.79,PH,1720808734
533,bathurst,-33.4166,149.5806,7.76,87,100,0.45,AU,1720808735
534,heunghae,36.1125,129.3522,20.05,94,99,0.95,KR,1720808736
535,jaisalmer,26.9147,70.9181,31.88,57,59,11.91,IN,1720808738
536,san jose,37.3394,-121.895,33.61,47,0,2.57,US,1720808589
537,nieuw nickerie,5.95,-56.9833,28.17,74,92,5.35,SR,1720808741
538,tbeng meanchey,13.8167,104.9667,23.38,97,99,1.09,KH,1720808742
539,itaituba,-4.2761,-55.9836,34.09,55,40,2.57,BR,1720808743
540,lhokseumawe,5.1801,97.1507,26.4,86,100,1.83,ID,1720808745
541,reidsville,36.3549,-79.6645,26.42,85,100,2.06,US,1720808563
542,selfoss,63.9331,-20.9971,12.25,96,100,8.48,IS,1720808747
543,el vendrell,41.2167,1.5333,28.53,73,50,4.38,ES,1720808748
544,yeniseysk,58.4497,92.1703,13.53,91,43,1.63,RU,1720808749
545,katima mulilo,-17.5,24.2667,17.86,15,4,2.5,NA,1720808750
546,bandarbeyla,9.4942,50.8122,25.48,85,13,14.72,SO,1720808753
547,zubova polyana,54.0771,42.8372,16.98,66,2,1.88,RU,1720808754
548,leku,6.8667,38.45,16.39,89,93,2.03,ET,1720808757
549,north adams,42.7009,-73.1087,29.0,58,40,3.09,US,1720808758
550,camiri,-20.05,-63.5167,13.88,41,82,0.0,BO,1720808759
551,cassilandia,-19.1133,-51.7342,29.59,36,69,3.02,BR,1720808760
552,isoka,-10.1606,32.6335,15.71,44,35,1.42,ZM,1720808761
553,mejit,10.2753,170.8646,27.89,81,32,9.23,MH,1720808762
554,dzilam gonzalez,21.2833,-88.9333,34.67,44,36,2.42,MX,1720808764
555,popondetta,-8.7537,148.2534,23.19,94,100,0.55,PG,1720808765
556,ixtapa,20.7,-105.2,29.01,79,100,2.24,MX,1720808766
557,rouissat,31.9243,5.3502,43.04,10,0,2.06,DZ,1720808767
558,betioky,-23.7167,44.3833,17.06,59,0,1.76,MG,1720808768
559,talara,-4.5772,-81.2719,25.42,61,0,9.69,PE,1720808769
560,vila franca do campo,37.7167,-25.4333,23.23,88,98,5.22,PT,1720808771
561,velikiye luki,56.34,30.5452,21.17,88,47,1.27,RU,1720808772
562,fort bragg,35.139,-79.006,24.91,93,100,2.57,US,1720808774
563,nichinan,31.6,131.3667,23.82,97,100,1.22,JP,1720808775
564,mankato,44.1636,-93.9994,28.31,54,0,5.14,US,1720808774
565,weno,7.4515,151.8468,27.97,74,75,5.14,FM,1720808777
566,bilozerka,46.6248,32.4425,27.96,38,85,1.93,UA,1720808779
567,jurbarkas,55.0778,22.7664,21.7,77,73,2.6,LT,1720808780
568,saint marys,30.7305,-81.5465,35.57,54,40,4.63,US,1720808781
